Benchmark id,Task,Nb train samples,Nb features,Nb test samples,Nb classes,Nb estimators,Fit time,Predict time,RAM peak (MB),VRAM peak (MB),Batch size,KV cache,Warmup,Offload mode,Nb jobs,Device,Use AMP,GPU name,Platform,Platform arch,Platform release,Platform version,CPU name,Nb cpus,RAM (GB),CUDA version,Torch version,TabICL version,Numpy version,Scipy version,Run label,Accuracy,Log loss,RMSE,R2,Run date
a8a26d9a,classification,5000,50,32,10,4,0.9288,0.7985,176.9,1864,8,False,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.9688,0.06729,nan,nan,2026-09-24
a8a26d9a,classification,5000,50,32,10,4,1.685,0.06365,174.4,2130,8,True,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.9688,0.06703,nan,nan,2026-09-24
a8a26d9a,classification,5000,50,32,10,4,1.696,0.05562,166.6,2130,8,True,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.9688,0.06703,nan,nan,2026-09-24
8dd2724f,classification,5000,50,32,10,2,0.9189,0.4046,173.2,983.5,8,False,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.9688,0.09888,nan,nan,2026-09-24
8dd2724f,classification,5000,50,32,10,2,0.9428,0.403,179.9,986.9,8,False,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.9688,0.09888,nan,nan,2026-09-24
8dd2724f,classification,5000,50,32,10,2,1.311,0.05519,171.2,1120,8,True,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.9688,0.09873,nan,nan,2026-09-24
8dd2724f,classification,5000,50,32,10,2,1.315,0.05707,176.9,1125,8,True,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.9688,0.09873,nan,nan,2026-09-24
e361c049,classification,5000,50,32,10,1,0.3615,0.1989,178.1,983.7,8,False,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.9688,0.05182,nan,nan,2026-09-24
e361c049,classification,5000,50,32,10,1,0.3705,0.1995,178.3,983.3,8,False,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.9688,0.05182,nan,nan,2026-09-24
e361c049,classification,5000,50,32,10,1,0.554,0.0275,181.9,994.4,8,True,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.9688,0.05188,nan,nan,2026-09-24
e361c049,classification,5000,50,32,10,1,0.5572,0.02647,178.1,993,8,True,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.9688,0.05188,nan,nan,2026-09-24
40cc7bfd,classification,5000,50,32,100,8,0.9033,3.746,179.9,4193,8,False,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.5938,1.827,nan,nan,2026-09-24
40cc7bfd,classification,5000,50,32,100,8,0.9066,3.776,166.6,4197,8,False,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.5938,1.827,nan,nan,2026-09-24
f9e3bc68,classification,5000,50,32,100,4,0.8952,1.872,165.5,2160,8,False,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.625,1.988,nan,nan,2026-09-24
f9e3bc68,classification,5000,50,32,100,4,0.9145,1.906,171.2,2163,8,False,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.625,1.988,nan,nan,2026-09-24
bf828f2c,classification,5000,50,32,100,2,0.9103,0.9545,174.9,1142,8,False,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.4688,2.253,nan,nan,2026-09-24
bf828f2c,classification,5000,50,32,100,2,0.9131,0.9403,176.2,1137,8,False,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.4688,2.253,nan,nan,2026-09-24
04aee0f5,classification,5000,50,32,100,1,0.3601,0.4584,173.1,1121,8,False,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.5938,1.937,nan,nan,2026-09-24
04aee0f5,classification,5000,50,32,100,1,0.366,0.4762,171.9,1139,8,False,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.5938,1.937,nan,nan,2026-09-24
c2f2c463,classification,5000,50,2,10,8,0.9158,1.581,149.9,3591,8,False,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",1,0.0001102,nan,nan,2026-09-24
c2f2c463,classification,5000,50,2,10,8,0.9183,1.563,154.9,3588,8,False,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",1,0.0001102,nan,nan,2026-09-24
c2f2c463,classification,5000,50,2,10,8,2.437,0.1365,165.9,4143,8,True,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",1,0.0001103,nan,nan,2026-09-24
c2f2c463,classification,5000,50,2,10,8,2.455,0.1283,158.9,4149,8,True,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",1,0.0001103,nan,nan,2026-09-24
eaf42c86,classification,5000,50,2,10,4,0.8916,0.7989,130.9,1851,8,False,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",1,0.0001203,nan,nan,2026-09-24
eaf42c86,classification,5000,50,2,10,4,0.9059,0.7832,135.9,1847,8,False,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",1,0.0001203,nan,nan,2026-09-24
eaf42c86,classification,5000,50,2,10,4,1.682,0.09437,145.9,2127,8,True,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",1,0.0001203,nan,nan,2026-09-24
eaf42c86,classification,5000,50,2,10,4,1.718,0.08294,140.9,2133,8,True,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",1,0.0001203,nan,nan,2026-09-24
d5443a32,classification,5000,50,2,10,2,0.8774,0.4084,104.9,981.3,8,False,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",1,0.00004953,nan,nan,2026-09-24
d5443a32,classification,5000,50,2,10,2,0.8832,0.4093,116.9,980.4,8,False,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",1,0.00004953,nan,nan,2026-09-24
d5443a32,classification,5000,50,2,10,2,1.291,0.05594,126.9,1123,8,True,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",1,0.00004953,nan,nan,2026-09-24
d5443a32,classification,5000,50,2,10,2,1.294,0.0543,121.9,1121,8,True,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",1,0.00004953,nan,nan,2026-09-24
ed701523,classification,5000,50,2,10,1,0.3158,0.2053,126.9,982.1,8,False,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",1,0.00002235,nan,nan,2026-09-24
ed701523,classification,5000,50,2,10,1,0.3666,0.1988,212.7,982,8,False,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",1,0.00002235,nan,nan,2026-09-24
ed701523,classification,5000,50,2,10,1,0.524,0.02885,102.9,993.3,8,True,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",1,0.00002238,nan,nan,2026-09-24
ed701523,classification,5000,50,2,10,1,0.5243,0.02646,90.07,993.1,8,True,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",1,0.00002238,nan,nan,2026-09-24
874c694c,classification,5000,50,2,100,8,0.9064,3.709,181.9,4173,8,False,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.5,1.742,nan,nan,2026-09-24
874c694c,classification,5000,50,2,100,8,0.9092,3.758,166.7,4176,8,False,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.5,1.742,nan,nan,2026-09-24
5ecbf62a,classification,5000,50,2,100,4,0.894,1.852,166.7,2149,8,False,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.5,1.719,nan,nan,2026-09-24
5ecbf62a,classification,5000,50,2,100,4,0.9311,1.882,174.3,2149,8,False,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.5,1.719,nan,nan,2026-09-24
1d23e16a,classification,5000,50,2,100,2,0.9058,0.9183,175.3,1135,8,False,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.5,1.943,nan,nan,2026-09-24
1d23e16a,classification,5000,50,2,100,2,0.9111,0.9305,176.2,1137,8,False,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.5,1.943,nan,nan,2026-09-24
a89e4e39,classification,5000,50,2,100,1,0.36,0.4517,178.2,1115,8,False,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.5,1.925,nan,nan,2026-09-24
a89e4e39,classification,5000,50,2,100,1,0.3673,0.4619,178.2,1133,8,False,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.5,1.925,nan,nan,2026-09-24
94ae4b32,classification,1000,20,2048,10,8,0.4416,0.8217,66.88,1604,8,False,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.916,0.2913,nan,nan,2026-09-24
94ae4b32,classification,1000,20,2048,10,8,0.4482,0.8393,66.88,1607,8,False,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.916,0.2913,nan,nan,2026-09-24
94ae4b32,classification,1000,20,2048,10,8,0.7576,0.5109,66.88,1523,8,True,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.916,0.2913,nan,nan,2026-09-24
94ae4b32,classification,1000,20,2048,10,8,0.7783,0.5224,66.88,1523,8,True,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.916,0.2913,nan,nan,2026-09-24
c0e53c4a,classification,1000,20,2048,10,4,0.4442,0.4162,66.88,856.9,8,False,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.9126,0.2985,nan,nan,2026-09-24
c0e53c4a,classification,1000,20,2048,10,4,0.4489,0.4248,66.88,861.4,8,False,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.9126,0.2985,nan,nan,2026-09-24
c0e53c4a,classification,1000,20,2048,10,4,0.6,0.2666,66.88,821.5,8,True,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.9126,0.2985,nan,nan,2026-09-24
c0e53c4a,classification,1000,20,2048,10,4,0.6016,0.2671,66.88,816.7,8,True,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.9126,0.2985,nan,nan,2026-09-24
cf52bf6e,classification,1000,20,2048,10,2,0.4418,0.2081,66.88,486.4,8,False,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.9067,0.3024,nan,nan,2026-09-24
cf52bf6e,classification,1000,20,2048,10,2,0.4462,0.2075,66.88,489,8,False,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.9067,0.3024,nan,nan,2026-09-24
cf52bf6e,classification,1000,20,2048,10,2,0.5187,0.1273,66.88,465.5,8,True,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.9067,0.3024,nan,nan,2026-09-24
cf52bf6e,classification,1000,20,2048,10,2,0.5191,0.1287,66.88,471.9,8,True,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.9067,0.3024,nan,nan,2026-09-24
bd7a03d0,classification,1000,20,2048,10,1,0.2925,0.1002,66.88,485.4,8,False,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.918,0.2938,nan,nan,2026-09-24
bd7a03d0,classification,1000,20,2048,10,1,0.2966,0.1008,64.88,487.5,8,False,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.918,0.2938,nan,nan,2026-09-24
bd7a03d0,classification,1000,20,2048,10,1,0.3293,0.06427,66.88,411,8,True,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.918,0.2938,nan,nan,2026-09-24
bd7a03d0,classification,1000,20,2048,10,1,0.3347,0.06217,66.88,409.8,8,True,True,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.918,0.2938,nan,nan,2026-09-24
d00a4663,classification,1000,20,2048,100,8,0.4826,2.41,73.88,1919,8,False,False,auto,-1,cuda,auto,NVIDIA L4,Linux,x86_64,7.0.0-1012-aws,#12~24.04.1-Ubuntu SMP PREEMPT Wed Aug 12 14:00:57 UTC 2026,AMD EPYC 7R13 Processor,4,15,NVIDIA L4: cuda_13.2,2.14.0,2.2.0,2.5.3,1.18.1,"full grid L4, auto offload",0.2612,3.281,nan,nan,2026-09-24
